City,ZipCode,State
Tallahassee,45226,FL
Tampa,82661,FL
San Antonio,59066,TX
Orlando,88527,FL
St. Petersburg,99163,FL
San Antonio,1810,TX
Orlando,34750,FL
New York,33639,NY
Yonkers,36392,NY
New Rochelle,8554,NY
New Rochelle,44992,NY
Pittsburgh,71151,PA
Buffalo,2167,NY
Buffalo,26394,NY
Fort Worth,6264,TX
New Rochelle,84360,NY
Syracuse,53736,NY
Syracuse,3440,NY
Fort Worth,4667,TX
Buffalo,64086,NY
Jacksonville,61502,FL
Miami,69185,FL
Los Angeles,43982,CA
Fresno,57130,CA
Fresno,48322,CA
Utica,72913,NY
San Jose,32313,CA
Jacksonville,29327,FL
Los Angeles,19069,CA
Philadelphia,7066,PA
Dallas,74578,TX
Rochester,90046,NY
Miami,75190,FL
Fort Worth,20666,TX
New Rochelle,1483,NY
Orlando,30461,FL
Austin,14656,TX
Austin,54067,TX
Tallahassee,77833,FL
Utica,58491,NY
San Diego,34531,CA
Syracuse,36915,NY
Allentown,16879,PA
San Diego,34358,CA
Albany,89966,NY
Los Angeles,2147,CA
San Antonio,57504,TX
Syracuse,38250,NY
Jacksonville,59686,FL
Hialeah,65485,FL
Miami,62553,FL
Yonkers,15991,NY
Fresno,77284,CA
Allentown,85326,PA
Tallahassee,89883,FL
Dallas,69971,TX
Syracuse,31836,NY
Tampa,73903,FL
Fresno,43306,CA
Syracuse,36809,NY
Rochester,60560,NY
St. Petersburg,10351,FL
Buffalo,26127,NY
Philadelphia,28276,PA
Buffalo,11605,NY
San Francisco,25127,CA
Los Angeles,98954,CA
Houston,19495,TX
Rochester,38440,NY
Tampa,37661,FL
San Jose,53981,CA
El Paso,6117,TX
Utica,71094,NY
New York,85767,NY
San Jose,20078,CA
Austin,19847,TX
San Francisco,56174,CA
Orlando,10626,FL
Fort Worth,37613,TX
El Paso,50221,TX
Mount Vernon,50504,NY
New Rochelle,55407,NY
Buffalo,55345,NY
Miami,36754,FL
Rochester,35193,NY
San Antonio,87832,TX
Fresno,83262,CA
San Diego,25626,CA
Albany,78956,NY
Fresno,93486,CA
Tampa,40241,FL
El Paso,93879,TX
Allentown,4084,PA
Fresno,70991,CA
New Rochelle,75789,NY
Hialeah,81977,FL
Austin,37121,TX
San Diego,85757,CA
Yonkers,34283,NY
Buffalo,1718,NY
Pittsburgh,27563,PA
Miami,19832,FL
Yonkers,38386,NY
Jacksonville,82533,FL
Mount Vernon,77055,NY
San Francisco,76579,CA
Fort Worth,43660,TX
Syracuse,19440,NY
Syracuse,70696,NY
New Rochelle,25159,NY
Buffalo,10432,NY
San Diego,51635,CA
Dallas,62806,TX
Albany,67735,NY
St. Petersburg,66536,FL
St. Petersburg,46354,FL
Jacksonville,64807,FL
Tallahassee,38765,FL
Rochester,24055,NY
El Paso,15682,TX
Tallahassee,30201,FL
Pittsburgh,68971,PA
Austin,78783,TX
New York,8768,NY
New Rochelle,40289,NY
Syracuse,77495,NY
Philadelphia,43453,PA
Rochester,70195,NY
Philadelphia,4807,PA
Los Angeles,65251,CA
Austin,35478,TX
New York,38266,NY
Fort Worth,87832,TX
Orlando,46220,FL
Yonkers,41031,NY
San Jose,13591,CA
Rochester,5275,NY
Fort Worth,39144,TX
Tampa,43090,FL
Austin,27739,TX
Miami,57631,FL
Utica,62186,NY
San Antonio,12725,TX
Dallas,55934,TX
Los Angeles,72855,CA
Rochester,28883,NY
New York,3626,NY
Los Angeles,4518,CA
Mount Vernon,37807,NY
Yonkers,18158,NY
San Jose,2991,CA
San Jose,57377,CA
New York,16745,NY
Fort Worth,19254,TX
Jacksonville,95102,FL
Houston,17059,TX
Pittsburgh,36462,PA
Mount Vernon,58075,NY
Pittsburgh,14549,PA
Los Angeles,15907,CA
Jacksonville,12636,FL
Austin,20229,TX
Fresno,33703,CA
San Francisco,86323,CA
Utica,36417,NY
El Paso,27734,TX
New Rochelle,2723,NY
Fort Worth,4670,TX
Houston,12012,TX
Pittsburgh,49023,PA
Albany,7767,NY
Houston,9642,TX
Orlando,43279,FL
Houston,85143,TX
Hialeah,25857,FL
Mount Vernon,15641,NY
San Antonio,43845,TX
Albany,15133,NY
San Antonio,36865,TX
Tampa,99235,FL
Houston,95004,TX
Yonkers,33144,NY
Houston,53055,TX
Allentown,35248,PA
Rochester,45059,NY
Mount Vernon,51104,NY
San Jose,68934,CA
New Rochelle,20373,NY
Pittsburgh,94706,PA
Philadelphia,96921,PA
Miami,99798,FL
Houston,33644,TX
Philadelphia,14290,PA
Houston,67277,TX
Austin,74584,TX
Orlando,77777,FL
Orlando,94956,FL
Dallas,60247,TX
Philadelphia,13618,PA
San Antonio,82484,TX
Dallas,1090,TX
Utica,10137,NY
Fresno,27435,CA
Philadelphia,78094,PA
Philadelphia,93702,PA
Hialeah,32231,FL
Allentown,3913,PA
Tampa,74676,FL
